timestamp,tenant_id,user_id,resource_id,event_type,status,ip_address,anomaly_injected
2025-08-26 07:05:45,1,T01U011,RES_666,LOGIN,SUCCESS,10.229.140.23,0
2025-08-26 07:29:48,1,T01U036,RES_642,PAYMENT,SUCCESS,192.168.75.253,0
2025-08-26 07:59:18,1,T01U002,RES_484,LOGIN,SUCCESS,192.168.138.32,0
2025-08-26 08:15:01,1,T01U039,RES_841,PAYMENT,SUCCESS,24.114.207.221,0
2025-08-26 09:04:28,1,T01U019,RES_729,UPDATE,SUCCESS,24.153.18.173,0
2025-08-26 10:25:52,1,T01U023,RES_818,UPDATE,SUCCESS,10.208.223.2,0
2025-08-26 10:27:33,1,T01U035,RES_326,UPDATE,SUCCESS,10.72.40.56,0
2025-08-26 11:09:13,1,T01U025,RES_19,PAYMENT,SUCCESS,10.25.92.217,0
2025-08-26 11:35:33,1,T01U023,RES_828,LOGIN,FAIL,10.25.92.217,0
2025-08-26 12:04:23,1,T01U027,RES_436,LOGIN,SUCCESS,192.168.59.198,0
2025-08-26 12:05:59,1,T01U014,RES_819,UPDATE,SUCCESS,10.58.36.189,0
2025-08-26 12:26:29,1,T01U008,RES_185,ORDER,SUCCESS,184.88.29.76,0
2025-08-26 12:31:39,1,T01U030,RES_962,LOGIN,SUCCESS,10.184.167.180,0
2025-08-26 12:52:19,1,T01U034,RES_170,COMPLAINT,SUCCESS,10.115.151.72,0
2025-08-26 13:05:13,1,T01U023,RES_164,ORDER,SUCCESS,10.208.223.2,0
2025-08-26 13:11:02,1,T01U006,RES_452,UPDATE,SUCCESS,192.168.187.118,0
2025-08-26 13:31:34,1,T01U002,RES_24,COMPLAINT,SUCCESS,192.168.138.32,0
2025-08-26 13:36:55,1,T01U001,RES_42,PAYMENT,SUCCESS,184.185.30.175,0
2025-08-26 13:37:03,1,T01U036,RES_900,LOGIN,FAIL,192.168.148.50,0
2025-08-26 13:43:21,1,T01U033,RES_40,COMPLAINT,SUCCESS,10.8.24.56,0
2025-08-26 13:50:11,1,T01U019,RES_925,LOGIN,SUCCESS,24.153.18.173,0
2025-08-26 14:18:46,1,T01U032,RES_417,LOGIN,SUCCESS,10.208.223.2,0
2025-08-26 14:37:15,1,T01U007,RES_493,COMPLAINT,SUCCESS,192.168.97.21,0
2025-08-26 14:45:36,1,T01U030,RES_540,PAYMENT,SUCCESS,10.179.109.88,0
2025-08-26 15:06:38,1,T01U001,RES_779,LOGIN,SUCCESS,184.185.30.175,0
2025-08-26 15:16:40,1,T01U023,RES_140,UPDATE,SUCCESS,10.208.223.2,0
2025-08-26 15:21:00,1,T01U016,RES_677,PAYMENT,SUCCESS,192.168.97.21,0
2025-08-26 15:53:08,1,T01U019,RES_810,LOGIN,SUCCESS,50.109.47.72,0
2025-08-26 16:08:31,1,T01U021,RES_63,PAYMENT,SUCCESS,192.168.187.118,0
2025-08-26 16:11:37,1,T01U002,RES_960,UPDATE,SUCCESS,192.168.138.32,0
2025-08-26 16:41:13,1,T01U036,RES_48,LOGIN,SUCCESS,192.168.75.253,0
2025-08-26 17:05:18,1,T01U040,RES_144,UPDATE,SUCCESS,98.207.105.49,0
2025-08-26 17:09:43,1,T01U025,RES_183,ORDER,SUCCESS,10.25.92.217,0
2025-08-26 17:20:21,1,T01U018,RES_698,UPDATE,SUCCESS,10.164.29.7,0
2025-08-26 17:58:20,1,T01U009,RES_268,PAYMENT,SUCCESS,184.122.243.141,0
2025-08-26 18:42:24,1,T01U009,RES_409,ORDER,SUCCESS,184.240.226.147,0
2025-08-26 21:00:58,1,T01U004,RES_118,LOGIN,SUCCESS,98.24.194.13,0
2025-08-26 21:26:50,1,T01U019,RES_111,PAYMENT,SUCCESS,24.153.18.173,0
2025-08-26 22:38:18,1,T01U008,RES_727,UPDATE,SUCCESS,184.88.29.76,0
2025-08-27 07:11:49,1,T01U015,RES_139,UPDATE,SUCCESS,192.168.159.227,0
2025-08-27 07:11:51,1,T01U035,RES_877,PAYMENT,SUCCESS,10.60.130.155,0
2025-08-27 07:22:32,1,T01U036,RES_2,ORDER,SUCCESS,192.168.75.253,0
2025-08-27 07:46:35,1,T01U009,RES_395,PAYMENT,SUCCESS,184.240.226.147,0
2025-08-27 08:02:18,1,T01U037,RES_363,PAYMENT,SUCCESS,173.61.72.172,0
